timestamp,x,y,z,smvs
0.4,-0.0055514107582,0.003567663414178,0.006926862920662,0
0.5,-0.010330423992623,0.004324185632115,-0.003912476604079,0
0.601,-0.006706466365003,0.003348255174087,-0.004613006282311,0
0.701,-0.006346314578126,0.003077722723225,-0.003748435173547,0
0.801,-0.004713078975306,0.004859393130676,0.0010547483566,0
0.901,-0.004509274140675,0.004878919387889,0.000596266977294,0
1.001,-0.007089824424766,0.004545036403907,-0.002084162846997,0
1.102,-0.007810918020702,0.003742786247008,0.001189520310505,0
1.202,-0.007626090654746,0.002710179946085,0.0045861435974,0
1.302,-0.008618701342926,0.003790438545938,0.001448519885271,0
1.402,-0.004528539160122,0.003513864652547,0.002204476153956,0
1.502,-0.006884428257885,0.003852272654633,0.001188086258701,0
1.602,-0.010351412339143,0.003341517344836,-0.002741838334144,0
1.703,-0.015821648124319,0.001522598096354,-0.029159496760589,0
1.803,-0.009838676630263,-0.000811717280641,-0.04610004404706,0
1.903,0.005741417350712,8.77930093829981E-05,-0.046761926551623,0
2.003,0.019026347190461,0.000233793143041,-0.060188073218743,0
2.103,0.043087908305753,0.003557827359092,-0.067855052150612,0
2.205,0.076130614899324,0.009312725011092,-0.051275848213376,0
2.304,0.108502906733354,0.008807235457626,-0.057139587390702,0
2.404,0.147866595431224,0.017388171387794,-0.080229310468019,0
2.504,0.190009585357213,0.013170281701547,-0.068165018713257,0
2.605,0.24049228578049,0.00482211358744,-0.109991133948924,0
2.705,0.286316565060317,0.015037307627563,-0.125573418634281,0
2.805,0.34600625910392,0.019922549531317,-0.092702681958206,0
2.905,0.41304381897823,0.016977653631266,-0.096002922723502,0
3.005,0.488024172259635,0.02498493726263,-0.077316382838999,0
3.106,0.562899630538586,0.031906785412872,-0.066455478023809,0
3.206,0.639394084896876,0.029743629553067,-0.073033599956558,0
3.306,0.721038879452868,0.035477193146361,-0.055290450044028,0
3.406,0.803985749233303,0.043668202512889,-0.011793843771441,0
3.506,0.889335262279252,0.051777739672193,0.00050139960191,0
3.606,0.972901429216341,0.046916504209981,0.026550042947172,0
3.707,1.05525551455071,0.052779429493474,0.030856540344243,0
3.807,1.14300397043175,0.047934752738342,0.028845957502272,0
3.907,1.21820276126406,0.047737269489746,-0.014867045079405,0
4.007,1.30495534061962,0.052939339534394,-0.040946128079857,0
4.107,1.38706887229226,0.053727273794736,-0.034667291575884,0
4.208,1.48432013056319,0.046056350944518,-0.025373909553027,0
4.308,1.57512597082265,0.061160376138777,-0.04449590510006,0
4.408,1.67442763633281,0.060161198211617,-0.020034370567115,0
4.508,1.7645687260628,0.051789545001913,-0.025320785692739,0
4.608,1.86132420248423,0.057340273079006,-0.034585067841587,0
4.709,1.94934103977513,0.0642382772369,0.00410762315675,0
4.809,2.04943094795151,0.055120716217676,0.020254723282053,0
4.909,2.13864733567833,0.06498205592177,0.00468796329503,0
5.009,2.23289084694646,0.065278776200019,0.025197151539701,0
5.109,2.33099477167743,0.068575205618594,0.030026797309188,0
5.21,2.42401092003327,0.059299121287986,0.024553045372655,0
5.31,2.51827973959472,0.048898459606532,0.043322133242105,0
5.41,2.59534480089949,0.078031269154372,0.058247552764083,0
5.51,2.68085538268154,0.08448262939983,0.066594448593184,0
5.61,2.76362095438139,0.075835768475662,0.065745886695867,0
5.711,2.84034190182758,0.067598334588532,0.051046785817731,0
5.811,2.9182414403725,0.068241631894633,0.055941385212823,0
5.911,2.99395805395587,0.080611456016699,0.073658826552377,0
6.011,3.05387520204306,0.104048532926176,0.079803458659742,0
6.111,3.12415883737011,0.107128387842993,0.047651043730215,0
6.212,3.1924506235173,0.096813997806256,0.005749605085706,0
6.312,3.2629782962742,0.099987971310568,0.008646607629653,0
6.412,3.3194717962157,0.11326862559542,-0.010037404882584,0
6.512,3.38421335037168,0.142031617650691,-0.021485353216586,0
6.612,3.46362145632275,0.145596510745898,0.023710121205946,0
6.713,3.5438941237043,0.143199269485414,0.01286637513883,0
6.813,3.62147029458524,0.165318406265471,0.025231707298317,0
6.913,3.69266667204314,0.188204647112693,0.067222880950194,0
7.013,3.75761546011967,0.20965128286128,0.01537718699022,0
7.113,3.83568924870957,0.219477388134146,0.032069970375913,0
7.214,3.9116850090288,0.222078128983578,0.00630595982547,0
7.314,3.98561703546065,0.246332323989619,-0.005726730262785,0
7.414,4.06555866345097,0.262473269055023,-0.004237617262674,0
7.514,4.14992358588087,0.287451778410792,-0.04012291693156,0
7.614,4.24868856090747,0.296169013631537,-0.00385518849708,0
7.715,4.34659399546214,0.305183814428388,-0.032659726079179,0
7.815,4.44864549458446,0.337408254822752,-0.015088782852287,0
7.915,4.55727256284673,0.341115220887048,0.020344109972153,0
8.015,4.66838386257046,0.361089585456972,0.020927923211568,0
8.115,4.7705146779807,0.388831925275697,0.035147088346649,0
8.216,4.87782463924547,0.407159469715431,0.036731748247618,0
8.316,4.97459646733198,0.434072496005078,0.033022501506043,0
8.416,5.06927505324101,0.455792172142737,0.042215469235036,0
8.516,5.17695725290532,0.463923412531438,0.058807163682771,0
8.616,5.27691919784767,0.493132172175338,0.050495846212201,0
8.717,5.38164346770692,0.509068462847654,0.085575526621766,0
8.817,5.47387238688497,0.536499471429886,0.061776175770982,0
8.917,5.56562490435484,0.56718065297199,0.044715195218108,0
9.017,5.66146748153295,0.605291156713719,0.058672840686515,0
9.117,5.77042685686321,0.607874550089509,0.033451671699206,0
9.218,5.88013927451221,0.615699966468545,0.028259304334397,0
9.318,5.96879240034794,0.663396598841975,0.052922118509627,0
9.418,6.07177482536825,0.682464965729525,0.063637457710991,0
9.518,6.17220751621235,0.708281502473703,0.060974625899791,0
9.618,6.2785347495808,0.740169017375805,0.041319828881583,0
9.719,6.36943154926437,0.764592815375303,0.040658759027114,0
9.819,6.47088975096637,0.786368216857084,0.036663747446555,0
9.919,6.57636501884003,0.79786943087234,0.038527647694607,0
10.019,6.68009475608827,0.817312604812456,0.035877252731294,0
10.119,6.77310410344245,0.876618531410652,0.03569685763016,0
10.219,6.86834327483649,0.899944328159495,0.048380161923922,0
10.32,6.98533207989404,0.895935032794645,0.029926315349915,0
10.42,7.08497975544469,0.932688814469555,0.058658433018602,0
10.52,7.17947033109508,0.962030472287922,0.053800801392714,0
10.62,7.28855242453511,0.96739042195142,0.025332645651651,0
10.72,7.3840134246184,1.00206684492715,0.031909826549032,0
10.821,7.48661681911121,1.02220986750876,0.050886452702646,0
10.921,7.69771553659125,1.04860077562149,0.084482562513584,0
11.021,7.69928338633277,1.04510027350813,0.081158162278339,0
11.121,7.79874361434838,1.09317319344983,0.134702816647095,0
11.221,7.90456867020774,1.1280887863782,0.11743074694875,0
11.322,8.01793111541143,1.12714280163702,0.106555174073382,0
11.422,8.12806567278678,1.14518904117203,0.076453846518547,0
11.523,8.22440951152177,1.18121479928255,0.066832636173156,0
11.622,8.3339846730875,1.19402668093194,0.052029821605579,0
11.722,8.4373457284102,1.21347330015616,0.03868644399689,0
11.823,8.53030872743938,1.24740976880334,0.056252958862302,0
11.923,8.62343141739618,1.27911241280991,0.050806970305319,0
12.023,8.72205188847378,1.30501993872891,0.040626386269062,0
12.123,8.82046614406781,1.32468034524638,0.062407842335128,0
12.223,8.93131600353537,1.32799902066156,0.06267949264876,0
12.324,9.0340042683853,1.35914943450592,0.047878317836917,0
12.425,9.13419175069653,1.39101180793369,0.047793314461067,0
12.524,9.23880303344703,1.40596774299826,0.053165415900875,0
12.624,9.33974696824229,1.42915524112721,0.045502528207452,0
12.724,9.44178260887218,1.45412908549272,0.050847958970554,0
12.825,9.53322356900747,1.48484942776133,0.076398671441885,0
12.925,9.64143604315385,1.49738801757899,0.045992543115874,0
13.025,9.75570390883582,1.5186437302139,0.050511385354405,0
13.125,9.85030192122588,1.55305903906702,0.081714942021182,0
13.225,9.9504553654954,1.57877988873984,0.069930885294959,0
13.326,10.0618181973678,1.58745035114126,0.060332362308085,0
13.426,10.1478354431862,1.62458426468586,0.070452215836848,0
13.526,10.2567283888327,1.63478060542145,0.080659740096617,0
13.626,10.3675138691036,1.64202676411504,0.08610519792188,0
13.727,10.4698799742176,1.67541459940028,0.088042855039571,0
13.827,10.586966005604,1.69741480737422,0.073322255161598,0
13.927,10.6878571046312,1.72378979748688,0.056163429650297,0
14.027,10.7961326760994,1.7488814570013,0.069859352419877,0
14.127,10.8984801413621,1.77215841349244,0.021499915824673,0
14.227,11.0032602802326,1.782121234674,0.032842078850775,0
14.328,11.0952208431044,1.79680770989759,0.049793540404912,0
14.431,11.1949294177354,1.82215706027561,0.024765894742664,0
14.528,11.2891789058814,1.85084503079699,0.027240225546864,0
14.628,11.3744811095977,1.85907095694351,0.059404653081455,0
14.728,11.4855042805441,1.83905657016396,0.07574230434198,0
14.829,11.5808579111223,1.86290146618017,0.090145120719446,0
14.929,11.6664951254955,1.89352666020472,0.0997028678426,0
15.029,11.8426526522574,1.97297320617713,0.031508480790066,0
15.129,11.8421098823294,1.9741227255504,0.019873240919703,0
15.229,11.9082746824275,1.98685470918341,0.024716271097396,0
15.33,11.9745852547465,2.01455049506853,0.0566884796094,0
15.43,12.1181347838999,2.08873628141465,0.046968289001043,0
15.53,12.1185707218519,2.08686565918601,0.043230198951208,0
15.63,12.2229086322351,2.12704183266695,0.032116929582994,0
15.73,12.3219569082549,2.1606762980781,0.042635692780868,0
15.831,12.4166486999481,2.20042354132985,0.044787323856238,0
15.931,12.6272544066505,2.28467232183127,0.022475280664905,0
16.031,12.6259577940714,2.2843878936446,0.020233720640325,0
16.131,12.7080650028781,2.33125549092608,0.044157341487393,0
16.231,12.7945172200559,2.35378902130983,0.024806922480759,0
16.332,12.883407485455,2.37757090715212,0.045773929949182,0
16.432,12.9787030857753,2.4580354214798,0.060928116512038,0
16.532,13.0672075337456,2.46110441124053,0.036703145167054,0
